id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
6850,"His teachers were Wolfgang Fortner ( composition ) , Hans Grischkat and Karl Münchinger ( conducting ) as well as .","His teachers included Wolfgang Fortner ( composition ) , Hans Grischkat and Karl Münchinger ( conducting ) as well as .",1,0.8059384023279517,80.59384023279517,Possible Plagiarism
6851,He became joint secretary in 1753 and was secretary in 1758 and remained until May 1776 .,"He was joint secretary in 1753 and became Secretary in 1758 , until May 1776 .",0,0.7581559064446654,75.81559064446654,Possible Plagiarism
6852,"Tuda Mengu , also known as Tode Mongke , Tudamongke , was khan of the Golden Horde , division of the Mongol Empire from 1280 to 1287 .","Tode Mongke , also known as Tuda Mengu , Tudamongke , was Khan of the Gold Horde from 1280 to 1287 , division of the Mongolian Empire .",1,0.4240808605210178,42.40808605210178,Not Plagiarized
6853,"She taught at Johns Hopkins University , Goucher College , the University of Maryland , and George Mason University .","She taught at the Johns Hopkins University , Goucher College , the University of Maryland and George Mason University .",1,0.999999999999999,99.9999999999999,Possible Plagiarism
6854,"John Isner defeated Andy Roddick , 6 -- 4 , 7 -- 6","Andy Andy Roddick defeated John Isner , 6 -- 4 , 7 -- 6",0,0.6057821124011689,60.578211240116886,Not Plagiarized
6855,"Łebcz is a no longer operational PKP station in Poland ( Łebcz ) , Pomeranian Voivodeship .","Łebcz is a no longer operational PKP railway station in Łebcz ( Pomeranian Voivodeship ) , Poland .",0,0.6717167768628544,67.17167768628543,Not Plagiarized
6856,The ecclesiastical province of Milwaukee includes the state of Wisconsin and encompasses these Suffragan dioceses .,The suffragan province of Milwaukee comprises the state of Wisconsin and includes these ecclesiastical dioceses .,0,0.4196862182363293,41.96862182363293,Not Plagiarized
6857,"It was named after third Malaysia 's former Prime Minister , Tun Hussein Onn .","It was named after Malaysia 's former prime minister , Tun Hussein Onn .",1,1.0000000000000007,100.00000000000007,Possible Plagiarism
6858,"Maxwell Garnett was the son of physicist James Clerk Maxwell , and was named after Garnett 's friend , William Garnett .","Maxwell Garnett was the son of the physicist James Clerk Maxwell and was named after Garnett 's friend , William Garnett .",1,0.9999999999999998,99.99999999999997,Possible Plagiarism
6859,The six people killed were four Burmese citizens and two Russians .,The six people killed were four Russian citizens and two Burmese .,0,0.387556981443423,38.7556981443423,Not Plagiarized
6860,"Flavio Cipolla and Paolo Lorenzi won the first edition of the tournament , defeating Alejandro Falla and Eduardo Struvay in the final .",Flavio Cipolla and Paolo Lorenzi won the first edition of the tournament and defeated the final Alejandro Falla and Eduardo Struvay .,1,0.7266101926384432,72.66101926384432,Possible Plagiarism
6861,"The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died from the disease of Lou Gehrig on March 14 , 1998 .","The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died March 14 , 1998 , from Lou Gehrig 's disease .",1,0.8515754889475216,85.15754889475215,Possible Plagiarism
6862,Valerie on the staircase is the eighth episode of the second season of `` Masters of Horror '' .,Valerie on the Stairs is the eighth episode of the second season of `` Masters of Horror '' .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
6863,"`` Shine '' , the band 's second album , was recorded between two general dates and was released in 2009 .","`` Shine '' , the band 's second album , was recorded between two general dates and released in 2009 .",1,1.0,100.0,Possible Plagiarism
6864,"Hunt returned to Venice , California until 1976 , when he moved to New York City .","Hunt returned to New York until he moved to Venice in 1976 , California .",0,0.4595054219368084,45.95054219368084,Not Plagiarized
6865,Caven lost in the first round of the 2010 PDC World Championship to Gary Anderson 3 -- 2 .,Caven lost against Gary Anderson 3 : 2 in the first round of the 2010 PDC World Championship .,1,0.791528979180192,79.1528979180192,Possible Plagiarism
6866,"On October 15 , at the Bell Centre in Montréal , IBF Super - Midweight Champion Jesse Brinkley achieved an impressive ninth round KO over mandatory challenger Lucian Bute .","On October 15 , at the Bell Centre in Montréal , IBF Super Middleweight Champion Jesse Brinkley scored an impressive ninth round KO over mandatory challenger Lucian Bute .",1,0.7357532581618299,73.575325816183,Possible Plagiarism
6867,The temple is widely perceived as well preserved and well organized to help the Devotees have a memorable Dharshan of Sri Bhavani Amman .,The Temple is widely perceived as well maintained and well organized to help the devotees have a memorable Dharshan of Sri Bhavani Amman .,1,0.7714264711881895,77.14264711881896,Possible Plagiarism
6868,The surrounding Jaisamand Wildlife Sanctuary around Dhebar Lake can be reached via the State Highway to Banswara from Udaipur .,The surrounding Jaisamand Wildlife Sanctuary around Udaipur can be reached by the state highway to Banswara from Dhebar Lake .,0,0.7523197619890015,75.23197619890016,Possible Plagiarism
6869,Thapaswini is a 1971 Indian Malayalam movie produced by M. Krishnan Nair and directed by PIM Kasim .,"Thapaswini is a 1971 Indian Malayalam film , directed by M. Krishnan Nair and produced by PIM Kasim .",0,0.5586177528223197,55.861775282231974,Not Plagiarized
6870,"In 1986 , he launched for Luxembourg the European Single Act , which signed the European single market .","In 1986 , he signed the European Single European Act for Luxembourg , which launched the European internal market .",0,0.5116810612702761,51.16810612702761,Not Plagiarized
6871,"Most individualist anarchists supported anarcho-syndicalism and communist anarchism , while a few were Jewish anarchists .","Most Jewish anarchists supported anarchosyndicalism and communist anarchism , while a few were individualist anarchists .",0,0.5703951097379938,57.03951097379938,Not Plagiarized
6872,"The alveolar ejective is a type of consonantal sound , used in some spoken languages . The symbol in the International Phonetic Alphabet that represents this sound is .","The alveolar ejective is a kind of consonantal sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which represents that sound .",1,0.8143833503079119,81.4383350307912,Possible Plagiarism
6873,"The resignation of Councillor Horace Muspratt ( party ? , St. Peter , reported April 15 , 1908 ) was elected to the council on 2 June 1909 .","The resignation of Councillor Horace Muspratt ( party ? , St. Peter , elected on April 15 , 1908 ) was reported to the Council on 2 June 1909 .",0,0.7598477326802965,75.98477326802964,Possible Plagiarism
6874,Guru Arjan Dev also said that Bhagat Beni has only achieved enlightenment through the Holy Word .,Bhagat Beni also said that the guru Arjan Dev has only obtained enlightenment through the Holy Word .,0,0.5863466456901572,58.63466456901571,Not Plagiarized
6875,"The province with the lowest crime rate in 2006 for the third straight year was Ontario with 5,689 per 100,000 , followed by Quebec with 5,909 per 100,000 .","The province with the lowest crime rate for the third consecutive year in 2006 was Ontario with 5,689 per 100,000 inhabitants , followed by Quebec with 5,909 per 100,000 inhabitants .",1,0.6183366031843057,61.833660318430574,Not Plagiarized
6876,"Between Langensteinbach and the newly built Schießhüttenäcker railway station , a short double track section was created in 2011 .","In 2011 , a short double track section was also built between Langensteinbach and the newly created station of Schießhüttenäcker .",1,0.5215655569103778,52.156555691037774,Not Plagiarized
6877,"With his wife Hallie Olivere he had two children : one daughter , Natalie , and a son , Hunter .","He had two children with his wife Natalie : a daughter , Hallie Olivere , and a son , Hunter .",0,0.5031026124151315,50.31026124151315,Not Plagiarized
6878,Pola de Laviana is the capital of the municipality of Laviana .,"Moreover , Laviana is the capital of the Pola de Laviana municipality .",0,0.6949450440198668,69.49450440198667,Not Plagiarized
6879,Cangshan or Cang Mountain is a mountain range immediately west of Dali City in Yunnan province of Southwest China .,Cangshan or Cang Mountain is a mountain range immediately west of the city of Dali in the province of Yunnan in southwest China .,1,0.6901601175589304,69.01601175589303,Not Plagiarized
6880,The Total Total Evaporation is The Radiators ' fourth album and their fifth studio album .,"Total Evaporation is the fourth album by The Radiators , and their fifth studio album .",1,0.6733951338663763,67.33951338663763,Not Plagiarized
6881,It was first published in Japan on 26 February 1991 and later released in North America in September 1991 .,"It was first released in North America on February 26 , 1991 and later in Japan in September 1991 .",0,0.5759154257902794,57.591542579027944,Not Plagiarized
6882,"Hunt returned to Venice , California until 1976 , when he moved to New York City .","Hunt returned to Venice , California until 1976 when he moved to New York .",1,0.8896791439503298,88.96791439503298,Possible Plagiarism
6883,"Nutbush has expanded , but it remains a relatively small area with modestly sized houses .",Nutbush has expanded yet it remains a modestly sized area with relatively small houses .,0,0.6219700287363547,62.19700287363546,Not Plagiarized
6884,"Two years later , Hari Singh Nalwa , as Governor of Kashmir , settled down the rebellion of the most annoying Khakha chief , Gulam Ali .","Two years later , Gulam Ali , as Governor of Kashmir , put down the rebellion of Hari Singh Nalwa , the heaviest Khakha chief .",0,0.5334140712668247,53.34140712668247,Not Plagiarized
6885,The Metolius River and the Crooked River are both at Lake Billy Chinook .,"The Crooked River and the Metolius River are both , entering next at Lake Billy Chinook .",0,0.6906579940599964,69.06579940599964,Not Plagiarized
